"avatar-base_Image__FZpQS src","EmployerProfile_compactEmployerName__9MGcV","rating-single-star_RatingText__5fdjN","JobCard_jobTitle__GLyJ1","JobCard_jobTitle__GLyJ1 href","JobCard_location__Ds1fM","JobCard_trackingLink__HMyun href","JobCard_adTag__ki7lt","JobCard_listingAge__jJsuc","text-with-icon_LabelContainer__hmHB4"
"https://media.glassdoor.com/sql/12800/alten-squareLogo-1688051896731.png","ALTEN","3,5","System Test Manager Defence (all gender)","https://www.glassdoor.de/job-listing/system-test-manager-defence-all-gender-alten-JV_IC2550191_KO0,38_KE39,44.htm?jl=1010112370060","Gilching","https://www.glassdoor.de/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&cs=1_a774a69d&cb=1777352451397&jobListingId=1010112370060&cpc=334ABAF5D42DC775&jrtk=5-yul1-0-1jn97c931l522800-b0b908beddfc9131---6NYlbfkN0AYOynFbhyN0kcD3fmfE6SEZ9WpDcMz7Jf_HaiUSoGRfQZ3ZpnfwrfkAtTfRN3akobjvalg5asFq6bvo-Hx1hh3hLE6SZPxrzJUb0BXEkJ9e3nk6Hqp58z5uJ8RqlNkQ18XEnZGDkOIIyqmxGDI0FEl6hAEx6PEiNwPpv3M1l07pvGpSwylNNMtlOGeJm1RR6Bks13ofX-zbwNvbiRyrK1Dn2ZVCkKv-dfLmee6lZH0MKY-mhqE6b_1hJ7jaLFl93Q_ef-Diwui5JJZK2-aa1SKwYBNGvkb--12UubUUTt2FpPUH9tb0HPQrags3N_qdH69KFYP2p6irZCUWnfJr47M4cnimnqISJo_9fYA-wGNJ3VtVxXTi7cyrMKGRj5xCqEprWKyLm-6oze7kiDggX8qmJARnHdqSEMYQvMDY5aF27BaKV8FELnB1GbUoCDUnOHFqb2BczW21TG9KknHQRi8gLf6jZGplB5KbcIxIvW7dDtOhwkgdKRRk4oMZxs6KdQzaYYaIKoewvCmmKJYZZcuQpkirbX3_Pm51PQjxnHQVqEFwWzVDNcB6E6O3IWJ-biEwLJOGCds_t5hhP9f__gPhKvOU9P9jh-tO1-fEpw9Hj6ZPZd6cE48YvStBLouR4JbCVhucDNZJDxQrArTIAC4rYRFjiK7idsNAin52cam4Y7X0ftNGmInHZZwVOt4brfqagP_DgTo2DO7IL4aB2aAfcy6QCNQY07SDHJQA0UvH00fNYKbZOj0mUg3JyFjwaSAEEegPCE3RqTNV5u1_i7-z_EHz4s8Q6JK-1pbfOg5xNfqOD9fLELuIaNa3Hnod7Jd9QdOOfSuunLb8pz9mjnsGiXccLgXnj0XnMow3Hi5jA%3D%3D","Anzeige","3T",""
"https://media.glassdoor.com/sql/454258/hemmersbach-squareLogo-1739893382732.png","Hemmersbach","3,1","IT Second Level Support Technician (m/w/d)","https://www.glassdoor.de/job-listing/it-second-level-support-technician-mwd-hemmersbach-JV_IC2739602_KO0,38_KE39,50.htm?jl=1010110518989","Ismaning","https://www.glassdoor.de/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_e0caef12&cb=1777352451399&jobListingId=1010110518989&cpc=334ABAF5D42DC775&jrtk=5-yul1-0-1jn97c931l522800-d88c004e52e3d1b0---6NYlbfkN0DK7Jbx5597T-9iWRCxye3HGBp7TmTMcw8w2-C6Nhrlh98217Gt4G3oOPrAl8uTHzPdVxXXX-k39hlZ4QZygdiFzX00cEmU4_EsKKggvqKAtBB48gadIorOYcVu0AielIT8DgrQFaLpq007LV3aSitf5325mmGoRqhwX-BCGLglTkKPR9c5KpHAE4PxJjRkB7rRT6PCo1S2tWVe0L-hKULn8Gw7uuj8VJILiXzZgoMmy-O4rkjU0M7St1MQ05_w8daFAnAfc3DtKGA1kyzyfnlyU04rnkBAfVpiGZYXts_x2-c9ddOtaohtqzaA5SBBxv2vIfZQDWHZkGswx62FaqMfuyIvnkk1Xkg64yT73W0xtUZtpiTRg2WI0IbNog1A9iTU7hUZOXFZ9VPfOrWBiDDI9q73uhfsV3maVDjZDOlB3HxlhshWoaCJVc9xS9eSUyV3GbLtHywwEJfn_cnemV_fs7yiVVjcJsjCGyFKCRQS1FQ4jO_3wWmOQ1gSf2bqGetWNundOXyCooM-Ca26Tz829BHPuq1YRPbLk9Sqtiaxn3O8ZLdD0L21lrtKTFjRC5xWrLhkVN9ow0z8EhAwESYslpJmJWh9qyqnSpLMIsylVsburdotDhcAuMw2xCjNI0KB80B3qELgUMG6Unv1qirBmuBmyqpexQRM7HZRjlSp0vsFjFbtfYcuPwcI8ZhAF6n3yl2Fct5HEs_RFGv6E5JiiYgVtmLxoA_YJ3x_6_3nZKnRlR4DMwiOfiP4FiNzqDJ1KpxTJ4BfvmoM3fCwMwuZ","Anzeige","4T","Schnell bewerben"
"https://media.glassdoor.com/sql/454258/hemmersbach-squareLogo-1739893382732.png","Hemmersbach","3,1","IT Second Level Support Technician (m/w/d)","https://www.glassdoor.de/job-listing/it-second-level-support-technician-mwd-hemmersbach-JV_IC4990924_KO0,38_KE39,50.htm?jl=1010110518964","München","https://www.glassdoor.de/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_a76b0380&cb=1777352451399&jobListingId=1010110518964&cpc=334ABAF5D42DC775&jrtk=5-yul1-0-1jn97c931l522800-ee5f01403afb3ab8---6NYlbfkN0DK7Jbx5597T-9iWRCxye3HGBp7TmTMcw8w2-C6Nhrlh98217Gt4G3oOPrAl8uTHzPdVxXXX-k39ix9YTe7f1dLxuXHvb7HUv7uAvxWyvbaWfvUuuUDUD7Ts1G4vRn3Hoy9DO_cdkqwfVn0WjY3jjid-Pk3RImfmv3vj-_i7DyvxDJTv7ZzItjglPyBYY-LvHWAeapkQvGTrcEpYd7bVxHiLe1c-LIoRB2C2z3nFyFNDCXH_JAVAMcOb6oBDWD82_Qp9BqVaS4BeoCEL3aEFsq84SKbMh4_pCOggz0ThOPE2U1pmTpgaH90O5JaQevOabP5xPuCXwSfLwWcCgcLGHmFf1QJW6AnIUZnsBjbwBiqxE46N9MRLhyxv4t2L3t49wNAcZtpJGrsgduFWt3xapo5InRjaGsHm-1QEpmhdygZOu0x0nHqrXKwtBT_ny9mpWxk_u4rIJ9nuN65bjfvdTn6JTo45J8nYUfWlShTaRHv0fRFa8qJVlNKqMYt4YMINO6Z2689GcxC2ppB-esP5p4FMH51ARmwrAxBBdmWyMbVY8Dihs2tuoZCoL_xNQ0UZ8GsOVQ_64g0qbgRhST5sYZzkwQWdAXZdLrrNWghnUwkiou9gqKt-j2knAXoajq5vGK7LU14n1ghpLA-yCYX7gs_qp8esWBtJc0b_zL00PglFJnYpVNBEDiJcS_0B4c9dqzVL8waUJimqg1k58HG2orS8uwkEHBDqqsxQuouXUUwME_buGkMkhIH3XN00taaTqCn_uGtfR3viYUbF0ndasaF","Anzeige","4T","Schnell bewerben"
"https://media.glassdoor.com/sql/931337/allgeier-experts-pro-squarelogo-1521107138208.png","Allgeier Experts","3,3","IT-Sicherheitsberater (m/w/d)","https://www.glassdoor.de/job-listing/it-sicherheitsberater-mwd-allgeier-experts-JV_IC4990924_KO0,25_KE26,42.htm?jl=1010113938442","München","https://www.glassdoor.de/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_a2c6e34e&cb=1777352451399&jobListingId=1010113938442&cpc=C4A69CCDBB3B9599&jrtk=5-yul1-0-1jn97c931l522800-d75eee6946d2db43---6NYlbfkN0DlB3Zlrz3OCshHxq0wTmiqFUPggxO5wKeu5d4nEw4MqhjDeCzNWPYuFrb75qUubCsdULpQxFHD3sfLaF3EYRji_fdmiBMyCi-GU4qb-lwJJCBj0lWgX3SLYkoGrXCTPyosBihVdJvbtmg3bMhNR-sClX_AzqTQfN8tzwqIM7YAJghCprUVzfu3e8hDeOjVVX0qrplU6mYTfqI3sXYKiCBuFEZyox3obBz0hgQdojiFYUmih3cz3ARGF3so_Fsh4d3Pm6crZCGKHF2w9GNLslEEXS5sohtgBLoWAcyZAKxiYlib6EF6xcSAXrxidBJneezsMIUNeYn3eAXShYKK_u6eAowI-RSu46gBIpKSn7XSFPwAt3z20XEttNzOcLGVGwfm1gyxHeO3VYIWqtvACWcXqJWOo1fD3AtMLhwRif0iInYoQu7wiCcXzq3pOrOIUzZ8-OGknlbuj8MY4L_hgk_16tOjzUJ1dKoXUw16-bIyfV9HRgdkwcoREqjJuHIUudXRdFBnnaxbfW_PVC9whf_uFVbpnSsxeBaoBurnsLWmuIeUY36rI7ueFR5xXGvJC2IKNMlmHWLIEDu_3pd0KFheapxOAkDcC9wEFU1V9C-KOEtXqCjqGIzVem6e8qUvBUoEK3bl1Jid7SuYhW2DvoAbG31FjAAVN-nlDAKpAZpGMgVgzneCaoBgm045DSTQmrojTzQLiXrx0Ft3n3kt4I7jFFNP9WmouySu45sNfmPv8jJGNs4_CO-RbOjPGq29Hn-aLPUKxaYp9CHsAHVap1LVAhHFcQ6XxYI8JYktZGSgo-MlZr1Yz4F1TTFm0585LzM%3D","Anzeige","24Std","Schnell bewerben"
"https://media.glassdoor.com/sql/12800/alten-squareLogo-1688051896731.png","ALTEN","3,5","Validation Engineer HV Battery Software (all gender)","https://www.glassdoor.de/job-listing/validation-engineer-hv-battery-software-all-gender-alten-JV_IC4990924_KO0,50_KE51,56.htm?jl=1010112369941","München","https://www.glassdoor.de/partner/jobListing.htm?pos=116&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&cs=1_c31949eb&cb=1777352451398&jobListingId=1010112369941&cpc=2CAED5C921A5F994&jrtk=5-yul1-0-1jn97c931l522800-799e572b4665d24e---6NYlbfkN0AYOynFbhyN0kcD3fmfE6SEZ9WpDcMz7Jf_HaiUSoGRfQZ3ZpnfwrfkAtTfRN3akobjvalg5asFq9wDg9ynIihNMHsFHZjR9bjF8zQMQvNufEg84l9unftoXGWJZzBAV3f7rrJIP0h_X-ENIX3REkT3sOrt53ui31-FeFfTLewiv51d7qx7LuypAYGjT7DpEFg15mMffuV21ebHJCjjYskH_w6x4CnOzFfzrVjgubabefry-lo8rSjlmwF88HD07ZGJ_gf585F8v6f7N7O4cGP8T6d7rpMC5u143tAJFUnXxLuONSAf6BPL8V0Q0qv6JnL9CwY9lUfzxx4HnQcWunxFxc6AXGL4Za0HK4dcQO2aAmeu37-PZxbf8goGYjVQKjjG6_JgJyuzxcBD2fe-qdNtUwtT1EkmTZf1gneOkoH3vk58nDGpgbhnkMICEoSZOQrZJwTHKbgtDiydHPRtThlGq8qE4p176ZI_wUCDyqJf178zXuX9nKEgwIjHO3GMJuanJ13FgtB81SDap5DZRAXmQEOl9YB-jq1Vv7blfZv4co6PT8W0d97hARvhR0t9xYlFi5caryFbTKsRQvsfZzqdSIfaKD2ZjGLIrPV3992l7kxjkFlWqo0T0FlIUabOHghPZ70TDRjZn8puvA51cVz4gc8QiMyW2Wu52y08kAn1RolUJZWdp_vLLSVPpVP_N-FpBriplMdFKi1b2wGpGy1Mj89ggRK2kuu-mG-RMo_GpmeQDj8_j9YMAxCUaCH79vygvnFr1FyoWmmN5hAs2qkxte0Bk-4NHUMbhDGBlBLNZ4YIl3UFpL5oJ4PmDerdiXe9172dTeHWuYnqwLf8B0kkskZjuEjvrqxUkhriusyQOjMgSoN-LRI5xcDNHXzGtdL7JCjAFG4yhA%3D%3D","Anzeige","3T",""
"https://media.glassdoor.com/sql/10166/hays-squareLogo-1744180175334.png","Hays","3,6","Cyber Security Specialist (m/w/d)","https://www.glassdoor.de/job-listing/cyber-security-specialist-mwd-hays-JV_IC4990924_KO0,29_KE30,34.htm?jl=1010107739443","München","https://www.glassdoor.de/partner/jobListing.htm?pos=117&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_9f185744&cb=1777352451400&jobListingId=1010107739443&cpc=8795CF9063CD573D&jrtk=5-yul1-0-1jn97c931l522800-46726d78dbac9477---6NYlbfkN0C0wj5AXSXvlSTZ_ElArzG3rzKm092HTC4At3lyVzSrheMQ9cpMAy_EYMyiYHV557bg6z-8hzvs0KDUtjTuAuFGpM2dBX1YPWQTyTEKBJhW3spfJ1wIb7NLGi6Pytw9mmXjCT8EhTSRMd8lj6vbaweFjr4Cvtg8mNOxyIZw_-64CmXAFjHs7iXG-i1CQSOuzz1ooJO8IBHgVU7uJkzmtA4_ZiVVYU8j3uVDMC4JuWnXzrWS4l81NcmX3wwHZiUc_2aXo2tx3or3nwFIT6Ac67_2mkWPrcUB3tdpKIzcICvs_RTsuOygrPRTuOKl_xFt1mHj9HY34DmJZYGfAjqv0Qk4-zGTPdhPJ2wX-KYoQ2qZc0mwf9FsJTSCfA1FkKHP70uNLp8C95uX3ioLr3sRDZQ0IVKa2LHTd6RDX12ELb8eXWG15qE76COdZcoJ2x3LWSaoisYLod_tg1g8eU8MQGN1Jw_CEDFAKl0r2hoATvmSThQbC3VweIypyqpMlGOvi_lrCzYHKpULpveL5H98bjRuOh323U4e-o4SNSXWLyCFTOQhhfTktuiJCjUnNfgIvRoUSpKijTn5CiQRpgPVQkpjCKxf2E3oKH5qRDPP6LpRntR1grCXoqFzhbbf85sE8O9f9-WAlY_MEWg0cQqZz_wnnswyoKI1lTxuPSeTDziAura5g71HSKTzYouFP-F5H_3n-2pxc6X5d2L34ZwdDk6QgvVXvAHpfPXzMq5y51E2v9ml0_l7qSckoL4hhQ8AFRGMq4FOe2n91F9lm32_Vgbv3o_Zkb-lsRxwBtXc9O42nntUvOvSldLk1WpBE6BNy6Qwa1UMiP8lU-RvlXY_nf2LQPLg-9ACD0SVWN3hpX4SwsrCm1MAUgfNAG9hveG-UoQ1JqZgrWGrq7AOTO54PsiWZkRxq9yY8PKixQjLcX7h5jYvrbkAjP9P1_qmWr5sKjbgT4PK9HMyofVKpfWZ8zVY6M99dduhWVqwigsr89TU0hqPQtm-DRFGiPr6q_v7Usjor3aKwhhbHYOJjp01cgehBzk2Q_Kj3heCnMfTaKKW3Pf2A1NwldaXokPuq4XVxv3w6_HGpkyZUU-lHzNoGjYWW-09-ipAQ9_gvD-kvvkff08UZdzw7nJ6CEwpxP5YE5Q%3D","Anzeige","6T","Schnell bewerben"
"https://media.glassdoor.com/sql/12800/alten-squareLogo-1688051896731.png","ALTEN","3,5","Linux Platform Engineer (all gender)","https://www.glassdoor.de/job-listing/linux-platform-engineer-all-gender-alten-JV_IC4990924_KO0,34_KE35,40.htm?jl=1010107894139","München","https://www.glassdoor.de/partner/jobListing.htm?pos=118&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&cs=1_afb69c9d&cb=1777352451398&jobListingId=1010107894139&cpc=2CAED5C921A5F994&jrtk=5-yul1-0-1jn97c931l522800-56f0a75a276311fc---6NYlbfkN0AYOynFbhyN0kcD3fmfE6SEZ9WpDcMz7Jf_HaiUSoGRfQZ3ZpnfwrfkAtTfRN3akoYvrrhB7JoqmpD7K3BuzchJc5OEOCUXO-LCfmo2Gv-YvOFyG5skpTUMH5oXC0pzuMAz47FVmpklOrddLALo9k-b7wG6OJk_Dd67TObiecmwXiPisLOnn-PfxmbELeHY1QzlkL2XXbLSVRXQHvcydXCUGz7oR1qYwCJUKBUBw4dSfBPjB8grFyrO-pB0tLV8tiDVsavPnbtd3vy7nUWpp_24vXt0Nrz_i0rzOLEzNoYof-9oTX5HBkMc3uXzywIzOpgOIEOUE9X3wllHknzGdZ2KDMvw_9RvcthcpK6lg9iekkChMJ2BILi2Nr6_wSFXSbU418Yn6ZFo2GKZIVCWVm-bYT7AYYdT4i_z931zqZUwnqLwNrb0Uokc4V88JRRr6wMaYUEz213NAqFDcekBFpQgWIVE7K99GJi2lJerdBHghYXWRv3e9pAVQfbAEDQ15SB7dAsGwhzttSgxWPWmWPMN0i78ef5A-SIwOOATELOllgCuMFIlG-1kecMftMFSYJFwtkRPwOL4zLoB__cvBS_PpYLgeXmCsnbFvfS3vP68Vzh1RnWo4akqSHUXIdpK_SDWHCCW76ej7tlYIFsmRy_bOdZPdkfJbocxTXicK608BNT6VQ_kHo96Yq_Iit85ovMztVWN7ytlYQV1Mmq_9yM7GK_bCZFWZ-9m1xqYLJ6di2uOOtmXxbD6shKbAhrXDV5X7UpDd4t4kHZBCOu82pj0ZdGc_pvWSaApsE2Wo2pollneIxg_I5juR1R9UoJHda0yuMFw8sFbTza-JYVJvpPpgXMKMdkaDKU%3D","Anzeige","6T",""
"https://media.glassdoor.com/sql/3182268/knds-squareLogo-1755179666812.png","KNDS","3,8","Program Director - Future Unmanned System (m/w/d)","https://www.glassdoor.de/job-listing/program-director-future-unmanned-system-mwd-knds-JV_IC4990924_KO0,43_KE44,48.htm?jl=1010110615316","München","https://www.glassdoor.de/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_16a0a1b6&cb=1777352451399&jobListingId=1010110615316&cpc=2CAED5C921A5F994&jrtk=5-yul1-0-1jn97c931l522800-aed7878dcaa0ab0b---6NYlbfkN0BxWofM0cKvfSc-OqYO4CREiGWkSknKlPtUG4COBeTEuLUHZrSnNrDfe9Cz7263X0BnQ_nXCVrBvoFPbAJOm1Fp0PJflvBoKWQw2uauF-m1Ff0USBk8YFN6Oe6QfS_cjsp5P_5mh183IR8Go0iq4wl60fChDBekn506q7RzQdxKiQw4dSzMQxaVbak-FUmoa3ZUd4Gd_NbqFmR3F0Y3518J9U1sBuFONW339CV7UnDYeOISFbfQSOjrhSlm-Qz7fQmOY83MMKBZIB_wAUtzRl7Lxy2y83Vsqp1ezIJ0k3Z9arxYhUsdtbPkxPVtaHZyV9lkCY4ESBgvdQIUU70nHUR1v0DQ6zstqHs4adqrR451_CLg7vk5HZEZAVQDMQG9UCQFToR_4XRMOTposZBIXwdzZxJChvX1SE7GNHtjDOi0E9xKYI5W_vt9BtKagWUM6GnQMLtnB5SwBdb8WYnjA9zg_Mln7XfJZ-TYtjTc5371Xx_eUPfhMqSfYDqFA94jhwtzC_oQgDZW5mGvSGtB3RInbqSTBHMA9OaeKgMcb0NrD_yaoTAn9QbT1c9w1BJir_i0V4tYgAoEtYOKvXrTwgJwJ2mc_glSIDKsIan7w4nL6XN1o8jQGAMZ9CARAsaLwFqLx6-pP6HGM3eXyQGCvbTao-LuNrOHfcZrI-OVQoMqy5rWRFsn1mjPY3ELvy0ZUIh2EnVRJffvlOfnmR7PotNGjvFbc-e94YFDJt8mngxzHswUj5w3fTn2GnRhjfFShpW7riFkP1Xxd_n2AMXt_uUP2rGZ-fqiB5U%3D","Anzeige","4T","Schnell bewerben"
"https://media.glassdoor.com/sql/10166/hays-squareLogo-1744180175334.png","Hays","3,6","IT/ OT Security Manager (m/w/d)","https://www.glassdoor.de/job-listing/it-ot-security-manager-mwd-hays-JV_IC4990924_KO0,26_KE27,31.htm?jl=1010107739494","München","https://www.glassdoor.de/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_e2d0b5c0&cb=1777352451400&jobListingId=1010107739494&cpc=8795CF9063CD573D&jrtk=5-yul1-0-1jn97c931l522800-588e8042508b21d2---6NYlbfkN0C0wj5AXSXvlSTZ_ElArzG3rzKm092HTC4At3lyVzSrheMQ9cpMAy_EYMyiYHV557bg6z-8hzvs0PBLi-8oouSFpk2tYFcF_VX7sAidcGs9khdBC369yh-O48eZL7xKj0sU2xrPO-H8UkJv4Xp0KmWnRWfotVO8k4xr4zsfgNB96f7fFJ1Q6Xyv2kf52Rv3Vq9hUmln50pNt2xW2JXaXKb2YczpjsH_LkJSysjlrV-g3e9jlTiEX2VBGheGIMq6qs9fDtGrniXtYz655TFFD_Jk_Tb5aQNOvzwAnji4l6D2oAzyd8ZqNienqxzD2rK_Ctdu5UwlyuZ09sl_EVSf8QJK_tg-0Kyg7r19uSoYColkKgpnpDY8N3tBTe0Ud8_CCXHYrojBk1R26kJmZ9rNcxpjvcACiFDZtLqGgmbBzJnpQYPFHnhZbuuNYHf3H2mHMZw8GDD_Xr_TizXKzbOvW13E8LONgDzuAbI6hvsO5EtLoyuX3B5Yqr8XICryuroMB83VXzEla_myhxIbVEnKGih_okIw_ev_qNAK9fAUn_bplEQ6of-ZYnTtePE4uWAv1FAU_xkoxVFLxbXtwIqqbmD6RkM-6RFWy68DUU9eqR6vgI_V05Ip5nR689yhgOsoD6Ihzrw_QeIW_kvp2AL1fXyPhJd5KA-aE6pLgWimboXCW5Qf8jlTjNA7wZ4SgTHlgastw3Ef3k5vHXttrFrpkWqYGRmBvM7KGC5regA8VK95-CD1YZ9RAulrNOoOupYvSeoxsVrXCmxVb_M9L2Fu_YXGBuEhTtWtgV_Xrdt9tYJHj1CuWBcx8KMlaoxrKlXiiT59EVL4eCuYUkhjgcM2qlePMubzYxPGDVnK04_DnlLlMnlzsQ6rk8D9uxttVoVN89qAROF7Lldno6ViPeoiPK3E7fYnn09xicFCMDHK0D0B6Al5lrJKyFIXfnLB-rr3f3YrLQVYBJNuA7tgxKsRzzWIN36-r1ER3fNiVvjmJ6jy62tsGy8zMyW3rsRbXKP_B3t_WdnWVlI21fNCy1Thlfuu2DCy_0l-iutTozJk1rJpNSOjzcQe-dDzZfcMUiKPzP6idgBRaWX2ORHptShtBkLYUHba59XOAVDTr6_euTbJt6ndMCI5Rc5OGOWWeCvIGr8%3D","Anzeige","6T","Schnell bewerben"
"https://media.glassdoor.com/sql/10166/hays-squareLogo-1744180175334.png","Hays","3,6","IT Security & Risk Manager (m/w/d)","https://www.glassdoor.de/job-listing/it-security-risk-manager-mwd-hays-JV_IC4990924_KO0,28_KE29,33.htm?jl=1010107739439","München","https://www.glassdoor.de/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_0b22ac6a&cb=1777352451400&jobListingId=1010107739439&cpc=2CAED5C921A5F994&jrtk=5-yul1-0-1jn97c931l522800-a1662cbba84bc1eb---6NYlbfkN0C0wj5AXSXvlSTZ_ElArzG3rzKm092HTC4At3lyVzSrheMQ9cpMAy_EYMyiYHV557bg6z-8hzvs0CnZy95xf2hWp2tiL6jWB60JLgag5Bj8OnBODQ0QhAEFdb7hHIEDsquxQeWusT2Tt9AbNHiPjvMZrT0VF4klx5HCf_EQ1QAw7szWH9vlJRNUFTY07ZyJVNo4L1KGyOi0BG-jCpZzNmwxgXZCZTZO9Ozi-6lrv0A36iY0pK-nTyPFbyuSiH9FV0v1i6_KOrQvD-c6qXwE9bEGPUCdadtQGJi8PG8k2lRRtaoyp_jsfZXl2rDs95uMDKg8XlpxL5E-Ck_m5SEtilmqnm8x7sHQA60D3eKEfDbrL_a73owqKbU7lnLe4IXQbbvazgWfZjj6gGf4rOBPmICn61KsyztxMkikl76jhb_gUYkF8tRFStXgZpCUWOxirRVt7M_lwX4VWHounruvSZZFf7Wn4b7CybrNmoP3WN0Fn5HKOnn_-Y_4J_oG_optyE4UjWbwk88I3FebQWMvJ_gWs-17Wb0i5pfep4UEgr0bf9T_4_QvZ9g_abXPkraaJQdqKNR5wrjZ_0n57J9imfDhfMuJ3o6-dPVLMSNwluC_RLYV5UmUTY7cWPxsbjtDjJcU1IRg2EAgQl2B2giOJUcwppxgtOnKYndH-YA9hIK-BWfusw6lLazHEb0l8IWTDrlohogMsiVOHFUWVu9oZps7yl00U7FjRwY5SnREA7QrZV0DE-Q8ffC-TjbpEnACHJx8IeO4TnOlt3OlEZ92sUXrvmTj3aHhplpBP8GMwG_g33TJ8CXoyna8qtIYRd_URBeBt4Gtcta6JBMNNu_acaSB7Gk8RYyuL23Ae1sbrZhe37E4ErVdLs8DVO4xd9nQNjQrdrgDAqp6Mq5oS-3W9l7S-MGa3HeleuPYGSvbQjEY-fCpUQiYaEy7p_TL7_0Q4TwExCFHlQRZElaCXVyhfVvLwkpUUnMBLkqowsko668FT3MSkQ_FzNtXIP_0yAKMc685otxNOlPpRDGF3mjo57-Y0WpKszsFfjR-oDDWi8t6M7Os_ETt--mg1qsBMoPYmjY902RG15xXnV-hoNQnzz9sfaWsvHdRG1OAo4Epy63U-pMhHyTYHoV_IYTebqCaGKM%3D","Anzeige","6T","Schnell bewerben"
"https://media.glassdoor.com/sql/4112/ge-healthcare-squareLogo-1672756178493.png","GE HealthCare","4,2","Software Engineer (m/f/d)","https://www.glassdoor.de/job-listing/software-engineer-mfd-ge-healthcare-JV_IC4990924_KO0,21_KE22,35.htm?jl=1010114657317","München","https://www.glassdoor.de/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&cs=1_96491abe&cb=1777352451398&jobListingId=1010114657317&jrtk=5-yul1-0-1jn97c931l522800-32cc3fb2684938a4","","24Std",""
"https://media.glassdoor.com/sql/7959394/lupp-partner-squarelogo-1668779460119.png","Lupp + Partner","4,4","AI Solution Developer (m/w/d)","https://www.glassdoor.de/job-listing/ai-solution-developer-mwd-lupp-partner-JV_IC4990924_KO0,25_KE26,38.htm?jl=1010114801446","München","https://www.glassdoor.de/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&ea=1&cs=1_215f257f&cb=1777352451399&jobListingId=1010114801446&jrtk=5-yul1-0-1jn97c931l522800-1bc57cfd9a34a8fa","","24Std","Schnell bewerben"
"https://media.glassdoor.com/sql/369979/erni-squarelogo-1521025685936.png","ERNI","3,1","Data & AI Solution Engineer (m/w/d)","https://www.glassdoor.de/job-listing/data-ai-solution-engineer-mwd-erni-JV_IC4990924_KO0,29_KE30,34.htm?jl=1010114201298","München","https://www.glassdoor.de/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&cs=1_ccb3d05f&cb=1777352451399&jobListingId=1010114201298&jrtk=5-yul1-0-1jn97c931l522800-bb6cd867b6d42259","","24Std",""
"https://media.glassdoor.com/sql/4178530/speechify-squareLogo-1655556871387.png","Speechify","4,3","Software Engineer, Platform - Munich, Germany","https://www.glassdoor.de/job-listing/software-engineer-platform-munich-germany-speechify-JV_IC4990924_KO0,41_KE42,51.htm?jl=1010108107771","München","https://www.glassdoor.de/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=0000019dd2762413840dbb05435d379f&src=GD_JOB_AD&t=SR&vt=w&uido=9D6858B91433D9FE91973ED4B05DC196&cs=1_7378f51c&cb=1777352451399&jobListingId=1010108107771&jrtk=5-yul1-0-1jn97c931l522800-aff0a80283d2bbb0","","6T",""
